timestamp,service_name,level,request_id,method,endpoint,status_code,latency_ms,bytes_sent,message,is_anomaly
2025-10-01T08:02:56Z,user-service,INFO,f3d14045a9,PUT,/api/v1/profile,200,98,2479,Request handled successfully,False
2025-10-01T08:02:59Z,payment-service,INFO,2c9cccea7b,POST,/api/v1/refund,200,149,1601,Request handled successfully,False
2025-10-01T08:03:02Z,order-service,INFO,fbc58c2022,POST,/api/v1/checkout,200,170,2330,Request handled successfully,False
2025-10-01T08:03:02Z,payment-service,INFO,2041c7070d,DELETE,/api/v1/refund,201,68,2100,Resource created successfully,False
2025-10-01T08:03:03Z,order-service,INFO,7681df9229,PUT,/api/v1/checkout,201,109,1780,Resource created successfully,False
2025-10-01T08:03:06Z,payment-service,INFO,55fe025b1c,POST,/api/v1/pay,304,138,1420,Not modified,False
2025-10-01T08:03:10Z,user-service,INFO,01b9217821,DELETE,/api/v1/logout,201,162,1447,Resource created successfully,False
2025-10-01T08:03:12Z,auth-service,INFO,522582b4be,PUT,/oauth/refresh,201,111,1547,Resource created successfully,False
2025-10-01T08:03:16Z,order-service,INFO,66c803dbc9,GET,/api/v1/orders/{id},304,129,2227,Not modified,False
2025-10-01T08:03:20Z,payment-service,ERROR,2019efb881,PUT,/api/v1/pay,403,326,2402,Forbidden: insufficient permissions,False
2025-10-01T08:03:21Z,payment-service,INFO,634f2699de,DELETE,/api/v1/transactions,200,130,1090,Request handled successfully,False
2025-10-01T08:03:25Z,user-service,INFO,75b8cc168d,PUT,/api/v1/logout,204,65,1381,No content,False
2025-10-01T08:03:26Z,user-service,INFO,3ddbee4913,GET,/api/v1/users,204,44,681,No content,False
2025-10-01T08:03:27Z,payment-service,INFO,37b9200902,DELETE,/api/v1/pay,304,223,1176,Not modified,False
2025-10-01T08:03:30Z,inventory-service,INFO,94a2ee2096,POST,/api/v1/stock,200,95,838,Request handled successfully,False
2025-10-01T08:03:33Z,auth-service,INFO,b4da3ab51c,GET,/oauth/revoke,201,267,2474,Resource created successfully,False
2025-10-01T08:03:33Z,payment-service,ERROR,65c72c689c,DELETE,/api/v1/pay,403,397,917,Forbidden: insufficient permissions,False
2025-10-01T08:03:37Z,inventory-service,INFO,2614b5bb1e,PUT,/api/v1/items,204,181,2312,No content,False
2025-10-01T08:03:37Z,inventory-service,INFO,a982fa65f0,PUT,/api/v1/reindex,204,91,1383,No content,False
2025-10-01T08:03:41Z,auth-service,INFO,b9bfc1357a,PUT,/oauth/revoke,201,56,1774,Resource created successfully,False
2025-10-01T08:03:41Z,order-service,ERROR,668c23661d,DELETE,/api/v1/checkout,503,333,1579,Service unavailable,False
2025-10-01T08:03:44Z,order-service,INFO,f67f1ffd6a,PUT,/api/v1/checkout,200,48,1947,Request handled successfully,False
2025-10-01T08:03:47Z,payment-service,INFO,afcef211e1,PUT,/api/v1/refund,304,165,2110,Not modified,False
2025-10-01T08:03:50Z,inventory-service,INFO,1eae7cd974,PUT,/api/v1/reindex,304,22,1126,Not modified,False
2025-10-01T08:03:53Z,auth-service,INFO,5fc6a07934,POST,/oauth/revoke,304,87,1014,Not modified,False
2025-10-01T08:03:55Z,order-service,INFO,42c5cfd3ad,GET,/api/v1/cart,204,225,2077,No content,False
2025-10-01T08:03:58Z,user-service,INFO,824c26d6e3,POST,/api/v1/profile,201,178,1903,Resource created successfully,False
2025-10-01T08:03:59Z,order-service,INFO,df6a5dea00,POST,/api/v1/orders,200,110,1200,Request handled successfully,False
2025-10-01T08:04:02Z,order-service,INFO,72b2dbcbcf,DELETE,/api/v1/orders,304,153,1175,Not modified,False
2025-10-01T08:04:04Z,auth-service,INFO,344e88eb2d,POST,/oauth/revoke,304,59,2553,Not modified,False
2025-10-01T08:04:06Z,auth-service,INFO,938f4642a0,DELETE,/oauth/token,201,150,2246,Resource created successfully,False
2025-10-01T08:04:08Z,user-service,ERROR,d156d5323b,GET,/api/v1/users,401,314,1507,Unauthorized: token missing or expired,False
2025-10-01T08:04:10Z,inventory-service,INFO,b7cbbece0e,PUT,/api/v1/reindex,304,186,1972,Not modified,False
2025-10-01T08:04:10Z,user-service,INFO,ecac526fc6,DELETE,/api/v1/logout,304,113,949,Not modified,False
2025-10-01T08:04:10Z,order-service,INFO,85296dd48e,DELETE,/api/v1/orders,201,85,1185,Resource created successfully,False
2025-10-01T08:04:11Z,inventory-service,INFO,48ab3d267c,DELETE,/api/v1/items/{id},304,104,1901,Not modified,False
2025-10-01T08:04:11Z,auth-service,ERROR,e03e5ed364,PUT,/oauth/token,403,261,2178,Forbidden: insufficient permissions,False
2025-10-01T08:04:13Z,inventory-service,INFO,857b6ab4bb,DELETE,/api/v1/items/{id},204,61,901,No content,False
2025-10-01T08:04:16Z,auth-service,ERROR,cb264d6e81,GET,/oauth/revoke,502,1504,200,Bad gateway from upstream,False
2025-10-01T08:04:19Z,order-service,ERROR,9cdb49e43e,PUT,/api/v1/cart,502,418,1055,Bad gateway from upstream,False
2025-10-01T08:04:21Z,inventory-service,INFO,d5387f83bb,GET,/api/v1/items/{id},201,94,1126,Resource created successfully,False
2025-10-01T08:04:25Z,order-service,ERROR,7e533d561d,DELETE,/api/v1/orders/{id},503,712,476,Service unavailable,False
2025-10-01T08:04:27Z,payment-service,INFO,25f0af8413,DELETE,/api/v1/wallet,200,137,1973,Request handled successfully,False
2025-10-01T08:04:27Z,order-service,INFO,22e74828c2,GET,/api/v1/checkout,304,165,2090,Not modified,False
2025-10-01T08:04:30Z,order-service,WARN,36b02187e1,DELETE,/api/v1/checkout,400,301,1418,Bad request: validation failed,False
2025-10-01T08:04:32Z,inventory-service,INFO,3b6da852e9,DELETE,/api/v1/reindex,200,235,334,Request handled successfully,False
2025-10-01T08:04:35Z,payment-service,INFO,d5c9f62b84,PUT,/api/v1/wallet,304,65,2186,Not modified,False
2025-10-01T08:04:37Z,inventory-service,INFO,6f0cea30a1,POST,/api/v1/reindex,201,60,1845,Resource created successfully,False
2025-10-01T08:04:39Z,payment-service,INFO,89724e2dfd,DELETE,/api/v1/wallet,200,153,1661,Request handled successfully,False
2025-10-01T08:04:39Z,auth-service,ERROR,e2a9bc98b5,PUT,/oauth/revoke,403,124,1382,Unexpected null pointer in handler,True
2025-10-01T08:04:41Z,order-service,INFO,a15aaa274d,DELETE,/api/v1/orders/{id},200,154,2012,Request handled successfully,False
2025-10-01T08:04:44Z,auth-service,INFO,697d5e4c41,GET,/oauth/token,304,57,1102,Not modified,False
2025-10-01T08:04:45Z,order-service,INFO,cc8e6cd782,DELETE,/api/v1/orders/{id},200,167,2183,Request handled successfully,False
2025-10-01T08:04:48Z,auth-service,ERROR,867fe1b8f0,PUT,/oauth/refresh,502,612,2602,Bad gateway from upstream,False
2025-10-01T08:04:48Z,payment-service,INFO,c196a33b9b,DELETE,/api/v1/transactions,201,205,2457,Resource created successfully,False
2025-10-01T08:04:49Z,payment-service,ERROR,286ec5de22,DELETE,/api/v1/transactions,500,944,1262,Internal server error,False
2025-10-01T08:04:51Z,auth-service,WARN,8e70277f16,GET,/oauth/revoke,400,79,1943,Bad request: validation failed,False
2025-10-01T08:04:55Z,payment-service,INFO,dc6a3c9d8d,POST,/api/v1/pay,200,303,739,Request handled successfully,False
2025-10-01T08:04:56Z,user-service,INFO,1c5966491f,POST,/api/v1/logout,200,150,2570,Request handled successfully,False
2025-10-01T08:04:57Z,inventory-service,INFO,0a1cb81d58,POST,/api/v1/items/{id},201,154,209,Resource created successfully,False
2025-10-01T08:04:59Z,auth-service,INFO,261511251d,GET,/oauth/revoke,201,55,200,Resource created successfully,False
2025-10-01T08:05:03Z,auth-service,ERROR,5ba4d9d631,PUT,/oauth/refresh,500,300,574,Internal server error,False
2025-10-01T08:05:07Z,user-service,INFO,fce5709156,GET,/api/v1/profile,304,173,2026,Not modified,False
2025-10-01T08:05:07Z,inventory-service,INFO,a6df34857f,GET,/api/v1/items/{id},204,70,1777,No content,False
2025-10-01T08:05:08Z,auth-service,INFO,064b09c280,POST,/oauth/token,201,119,1712,Resource created successfully,False
2025-10-01T08:05:12Z,user-service,INFO,831a945073,PUT,/api/v1/login,200,128,1221,Request handled successfully,False
2025-10-01T08:05:12Z,payment-service,INFO,3dd029ff94,DELETE,/api/v1/transactions,200,70,1795,Request handled successfully,False
2025-10-01T08:05:16Z,inventory-service,ERROR,d00aa6d08d,PUT,/api/v1/items,502,667,1036,Bad gateway from upstream,False
2025-10-01T08:05:17Z,auth-service,ERROR,7f20104d4d,GET,/oauth/refresh,403,446,1555,Forbidden: insufficient permissions,False
2025-10-01T08:05:21Z,auth-service,INFO,90791d24cc,POST,/oauth/refresh,201,168,1107,Resource created successfully,False
2025-10-01T08:05:22Z,inventory-service,INFO,36277a634e,PUT,/api/v1/reindex,304,181,1124,Not modified,False
2025-10-01T08:05:24Z,auth-service,ERROR,476067ec7a,PUT,/oauth/refresh,500,6092,2299,Database connection timeout,True
2025-10-01T08:05:27Z,auth-service,INFO,17af64ce22,DELETE,/oauth/refresh,200,233,1499,Request handled successfully,False
2025-10-01T08:05:27Z,user-service,INFO,0f25cc0d18,PUT,/api/v1/users,201,48,1880,Resource created successfully,False
2025-10-01T08:05:29Z,auth-service,INFO,a9a0e7792e,PUT,/oauth/token,304,141,2861,Not modified,False
2025-10-01T08:05:31Z,order-service,INFO,e91b9f10f3,PUT,/api/v1/cart,204,229,786,No content,False
2025-10-01T08:05:34Z,payment-service,ERROR,c8fbd6f90a,PUT,/api/v1/pay,401,191,1657,Unauthorized: token missing or expired,False
2025-10-01T08:05:38Z,user-service,INFO,a29f912804,POST,/api/v1/users,304,81,1026,Not modified,False
2025-10-01T08:05:41Z,inventory-service,INFO,e88f81283c,POST,/api/v1/reindex,304,168,1693,Not modified,False
2025-10-01T08:05:43Z,auth-service,INFO,857aaf9351,GET,/oauth/token,204,101,977,No content,False
2025-10-01T08:05:45Z,order-service,INFO,f048aeb39d,DELETE,/api/v1/orders/{id},204,190,2239,No content,False
2025-10-01T08:05:47Z,inventory-service,INFO,3b2221f91a,PUT,/api/v1/reindex,204,10,263,No content,False
2025-10-01T08:05:51Z,auth-service,WARN,2f80f8991f,PUT,/oauth/refresh,404,239,974,Resource not found,False
2025-10-01T08:05:52Z,payment-service,ERROR,25ace2b723,PUT,/api/v1/transactions,401,489,1517,Unauthorized: token missing or expired,False
2025-10-01T08:05:52Z,user-service,INFO,0989f28a01,POST,/api/v1/profile,200,112,1659,Request handled successfully,False
2025-10-01T08:05:53Z,inventory-service,INFO,1490297d13,POST,/api/v1/items/{id},201,145,2008,Resource created successfully,False
2025-10-01T08:05:53Z,auth-service,INFO,0199f3ba19,PUT,/oauth/revoke,204,49,2028,No content,False
2025-10-01T08:05:53Z,user-service,INFO,1fd44a4e00,POST,/api/v1/profile,201,100,200,Resource created successfully,False
2025-10-01T08:05:53Z,payment-service,INFO,f5093911ff,POST,/api/v1/transactions,200,58,1871,Request handled successfully,False
2025-10-01T08:05:56Z,inventory-service,INFO,8f8dc03974,POST,/api/v1/stock,200,131,2865,Request handled successfully,False
2025-10-01T08:05:59Z,user-service,INFO,7275685bfa,PUT,/api/v1/logout,304,118,1713,Not modified,False
2025-10-01T08:06:02Z,user-service,WARN,ae9e795e3f,GET,/api/v1/profile,404,304,380,Resource not found,False
2025-10-01T08:06:04Z,auth-service,INFO,2ac9ba8c97,DELETE,/oauth/refresh,201,79,2921,Resource created successfully,False
2025-10-01T08:06:07Z,user-service,ERROR,cb38f965bd,PUT,/api/v1/users,500,1259,1462,Internal server error,False
2025-10-01T08:06:07Z,user-service,INFO,0535d913d6,DELETE,/api/v1/users,200,84,1583,Request handled successfully,False
2025-10-01T08:06:11Z,inventory-service,INFO,3f2c397c9b,GET,/api/v1/items/{id},201,72,1412,Resource created successfully,False
2025-10-01T08:06:13Z,inventory-service,INFO,87ac21f196,PUT,/api/v1/items,201,257,1437,Resource created successfully,False
2025-10-01T08:06:17Z,user-service,WARN,b821a8613a,DELETE,/api/v1/logout,404,270,1681,Resource not found,False
2025-10-01T08:06:17Z,auth-service,INFO,e63198cc94,DELETE,/oauth/refresh,304,93,1647,Not modified,False
2025-10-01T08:06:19Z,payment-service,INFO,a86905c1cf,GET,/api/v1/pay,201,133,2468,Resource created successfully,False
2025-10-01T08:06:22Z,order-service,INFO,2babbea8ab,PUT,/api/v1/orders,201,217,1458,Resource created successfully,False
2025-10-01T08:06:24Z,order-service,INFO,c827e5c617,POST,/api/v1/orders,201,90,963,Resource created successfully,False
2025-10-01T08:06:26Z,user-service,INFO,9336af8a69,DELETE,/api/v1/users,304,259,2073,Not modified,False
2025-10-01T08:06:26Z,payment-service,ERROR,a49278ae56,GET,/api/v1/refund,502,1337,1981,Bad gateway from upstream,False
2025-10-01T08:06:27Z,payment-service,INFO,31a29af209,DELETE,/api/v1/pay,201,27,1314,Resource created successfully,False
2025-10-01T08:06:28Z,payment-service,INFO,ddd4c4c3ab,POST,/api/v1/wallet,200,10,2242,Request handled successfully,False
2025-10-01T08:06:29Z,inventory-service,INFO,0567c6439a,POST,/api/v1/items/{id},204,164,3151,No content,False
2025-10-01T08:06:32Z,order-service,INFO,c5b0bab6fb,GET,/api/v1/orders,201,94,1583,Resource created successfully,False
2025-10-01T08:06:35Z,payment-service,INFO,e790504625,PUT,/api/v1/wallet,200,85,1058,Request handled successfully,False
2025-10-01T08:06:38Z,auth-service,INFO,1ebfa85436,PUT,/oauth/revoke,304,142,200,Not modified,False
2025-10-01T08:06:39Z,payment-service,INFO,48a164250f,DELETE,/api/v1/wallet,200,210,1781,Request handled successfully,False
2025-10-01T08:06:43Z,inventory-service,INFO,316a8ce5d4,PUT,/api/v1/items,200,38,911,Request handled successfully,False
2025-10-01T08:06:43Z,inventory-service,ERROR,e0f58b299a,GET,/api/v1/reindex,403,274,1509,Forbidden: insufficient permissions,False
2025-10-01T08:06:44Z,order-service,INFO,0cf1b8ebb1,GET,/api/v1/cart,200,114,1900,Request handled successfully,False
2025-10-01T08:06:44Z,order-service,ERROR,f78fd34be9,DELETE,/api/v1/checkout,500,2506,2264,Database connection timeout,True
2025-10-01T08:06:45Z,order-service,INFO,7d262164d6,DELETE,/api/v1/checkout,200,128,1432,Request handled successfully,False
2025-10-01T08:06:49Z,auth-service,INFO,796a3adef9,PUT,/oauth/refresh,204,115,2381,No content,False
2025-10-01T08:06:50Z,payment-service,INFO,9abafc4e53,GET,/api/v1/refund,204,66,1155,No content,False
2025-10-01T08:06:54Z,auth-service,INFO,8adfdb8ce6,DELETE,/oauth/refresh,304,97,1839,Not modified,False
2025-10-01T08:06:56Z,inventory-service,INFO,f56b8d1af0,GET,/api/v1/reindex,200,173,2496,Request handled successfully,False
2025-10-01T08:06:59Z,payment-service,ERROR,e06f95c8e0,PUT,/api/v1/transactions,500,4104,867,Database connection timeout,True
2025-10-01T08:07:01Z,auth-service,WARN,7ea4a6cf96,GET,/oauth/revoke,404,232,703,Resource not found,False
2025-10-01T08:07:02Z,auth-service,INFO,747b5f79a2,GET,/oauth/token,204,91,1029,No content,False
2025-10-01T08:07:05Z,inventory-service,WARN,2ac95f631c,DELETE,/api/v1/reindex,400,476,1639,Bad request: validation failed,False
2025-10-01T08:07:09Z,order-service,INFO,1e4f3f3179,PUT,/api/v1/orders/{id},204,130,1296,No content,False
2025-10-01T08:07:10Z,auth-service,INFO,998393ad3d,DELETE,/oauth/token,200,135,1804,Request handled successfully,False
2025-10-01T08:07:13Z,inventory-service,INFO,20e09dbf54,POST,/api/v1/items/{id},204,69,2101,No content,False
2025-10-01T08:07:14Z,inventory-service,INFO,88abb4a1a3,GET,/api/v1/reindex,200,25,2039,Request handled successfully,False
2025-10-01T08:07:17Z,order-service,INFO,e827d025b9,GET,/api/v1/checkout,200,68,1493,Request handled successfully,False
2025-10-01T08:07:20Z,order-service,INFO,7d5a9961ca,DELETE,/api/v1/cart,204,44,2233,No content,False
2025-10-01T08:07:22Z,auth-service,INFO,8f6282e788,DELETE,/oauth/refresh,201,53,1660,Resource created successfully,False
2025-10-01T08:07:25Z,auth-service,ERROR,8243675288,POST,/oauth/refresh,401,229,2017,Unauthorized: token missing or expired,False
2025-10-01T08:07:26Z,inventory-service,INFO,6d3caa8918,POST,/api/v1/items,204,65,1607,No content,False
2025-10-01T08:07:26Z,auth-service,INFO,83005a05de,PUT,/oauth/revoke,204,194,1034,No content,False
2025-10-01T08:07:26Z,user-service,WARN,b53060cfd1,PUT,/api/v1/profile,404,182,2778,Resource not found,False
2025-10-01T08:07:28Z,order-service,INFO,2f14730241,DELETE,/api/v1/checkout,204,199,1040,No content,False
2025-10-01T08:07:32Z,payment-service,INFO,4660cad3d5,DELETE,/api/v1/wallet,204,155,788,No content,False
2025-10-01T08:07:32Z,order-service,ERROR,b44052ac8c,POST,/api/v1/checkout,401,417,2236,Unauthorized: token missing or expired,False
2025-10-01T08:07:34Z,auth-service,ERROR,9656ea1cea,GET,/oauth/refresh,503,915,2030,Service unavailable,False
2025-10-01T08:07:37Z,auth-service,INFO,bbc383f68c,DELETE,/oauth/refresh,201,42,930,Resource created successfully,False
2025-10-01T08:07:38Z,auth-service,ERROR,dcb462ac0f,GET,/oauth/token,403,482,2631,Forbidden: insufficient permissions,False
2025-10-01T08:07:41Z,user-service,INFO,b768d1addf,DELETE,/api/v1/login,304,137,2024,Not modified,False
2025-10-01T08:07:42Z,user-service,INFO,00c4631181,POST,/api/v1/users,201,110,923,Resource created successfully,False
2025-10-01T08:07:46Z,user-service,INFO,6f1038b50a,DELETE,/api/v1/profile,204,140,1629,No content,False
2025-10-01T08:07:48Z,inventory-service,INFO,1293b78c3a,DELETE,/api/v1/items,204,152,1669,No content,False
